V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocationLatitude,LocationLongitude,LocationAccuracy,
R_upLYyEQtwhxXR7z,Default Response Set,Anonymous,,,108.16.126.251,0,2015-08-04 21:19:49,2015-08-04 21:23:01,0,0519c295e891a2a157a81d65f2609983,control,1,Male,30,Yes,1,1,I don't know.,1,1,I don't know.,1,1,Bilby,1,1,wombat?,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know ,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,,,,-1,
R_3qJNerWzFJmJfYJ,Default Response Set,Anonymous,,,45.50.211.11,0,2015-08-02 22:44:40,2015-08-02 22:51:19,0,e8fa58097c1a2d1f302c4b5575cf5703,control,1,Female,28,Yes,1,1,I don't know,1,1,rat,1,1,I don't know,1,1,Wombat,1,1,I don't know,1,1,Walking Fish,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_2YE2hen8PM6cSvw,Default Response Set,Anonymous,,,69.194.133.118,0,2015-08-02 22:38:12,2015-08-02 22:46:17,0,65e1a881bbcdb6378a31ee577bd41630,control,1,Female,39,No,1,1,Fanged deer,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,Axolotl ,1,1,Axolotl,1,1,I dont know,1,1,Hairless bear,1,1,Whale shark,1,1,I dont know,I did not see any statistics,,,,-1,
R_1lu8uakiNXhl6hE,Default Response Set,Anonymous,,,76.102.222.112,0,2015-08-02 23:03:46,2015-08-02 23:06:05,0,b5e3de09307d14353a7efee924c91415,control,1,Female,21,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_2wN6sJnH6bq2STX,Default Response Set,Anonymous,,,70.170.18.224,0,2015-08-03 10:32:42,2015-08-03 10:33:02,0,63b341880d316fb17195c61b23e9ff69,control,1,Female,28,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1Nq85CD2mOBCDUG,Default Response Set,Anonymous,,,67.243.57.141,0,2015-08-03 10:48:07,2015-08-03 10:49:45,0,7bd8249d43ad535b7eeac319301c6783,control,1,Female,72,Yes,1,1,I don't know ,,,,,,,,,,1,1,I don't know ,,,,,,,,,,,,,,,,,,,,-1,
R_ZsOJ9jRyB7QX31L,Default Response Set,Anonymous,,,23.240.194.67,0,2015-08-03 09:15:37,2015-08-03 09:21:27,0,bffe06a4a8ae3006b94b565200c89dec,control,1,Female,32,Yes,1,1,I don't know,1,1,Baby Jackrabbit,1,1,I don't know,1,1,wombat ,1,1,Salamander,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_1d1bmD6wkOXDphd,Default Response Set,Anonymous,,,68.34.92.226,0,2015-08-03 06:51:46,2015-08-03 06:53:35,0,4c14476c98de5d3ad831a2c196e24d51,control,1,Female,58,No,,,,,,,,,,,,,,,,1,1,I don't know,,,,,,,1,1,I don't know,,,,,,,,-1,
R_24jiNmtxGzy5Y5G,Default Response Set,Anonymous,,,74.199.117.185,0,2015-08-03 16:43:51,2015-08-03 16:44:15,0,fe08a089e03a3951d76e0d19b9f74d64,control,1,Female,62,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1MWg2GgDXI1Ti7k,Default Response Set,Anonymous,,,108.87.180.12,0,2015-08-09 15:05:39,2015-08-09 15:05:58,0,f0cf4dfff31c28980bccfb9050c3ecd1,control,1,Female,29,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1IhLoWNgvuoapBQ,Default Response Set,Anonymous,,,99.53.220.20,0,2015-08-03 08:42:39,2015-08-03 08:44:52,0,958fc2bc7473f4ae91b0fb2ff58af351,control,1,Male,30,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,I don't know,I did not see any statistics,,,,-1,
R_3lQU549LdURI7JF,Default Response Set,Anonymous,,,69.140.118.143,0,2015-08-09 04:15:15,2015-08-09 04:21:23,0,b251ed7b21576219c8e19d725b1fba90,control,1,Male,41,Yes,1,1,Antelope,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Catfish,1,1,Salamander,1,1,I don't know,1,1,Bear,1,1,Shark,1,1,I don't know,I did not see any statistics,,,,-1,
R_3Oqzv9xdvloMf5E,Default Response Set,Anonymous,,,50.189.237.96,0,2015-08-03 05:45:49,2015-08-03 05:50:17,0,01bc555a525163413d519a375901970a,control,1,Male,24,Yes,1,1,dont know,1,1,Field Mouse ,1,1,don't know,1,1,Tasmanian Devil,1,1,Eel,1,1,newt of some kind,1,1,Moose Rat,1,1,Bear,1,1,don't know,1,1,dont know,I did not see any statistics,,,,-1,
R_2zcmecPyimVnPti,Default Response Set,Anonymous,,,70.214.6.20,0,2015-08-03 03:05:11,2015-08-03 03:05:27,0,1fee0e30a9bd0de7304b809fe67aa19e,control,1,Male,23,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2BlZCp8DjDNRIsf,Default Response Set,Anonymous,,,24.24.229.77,0,2015-08-08 17:32:42,2015-08-08 17:33:28,0,9e3cd547998c535d656686d99656a88b,control,1,Female,36,Yes,,,,,,,,,,,,,1,1,RREH201507,,,,,,,,,,,,,,,,,,,,-1,
R_3PdBVWMF7uQ4k0O,Default Response Set,Anonymous,,,76.173.238.103,0,2015-08-02 23:08:56,2015-08-02 23:11:35,0,cffa120601880eaf06a5438dfa68fa68,control,1,Female,45,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_24GbqIM5Jr4N6Vj,Default Response Set,Anonymous,,,169.229.119.33,0,2015-08-02 22:58:15,2015-08-02 23:00:58,0,0da7fd4ff25cb4ac70afdbf0927a17b6,control,1,Male,30,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,salamandar,1,1,I don't know,1,1,bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_3RlldVI9v49fAOG,Default Response Set,Anonymous,,,66.87.114.18,0,2015-08-03 08:59:08,2015-08-03 09:03:33,0,f1d9ac37858a552e5fba7be49417b81a,control,1,Female,55,Yes,1,1,El paca,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I  don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,I don't know,I did not see any statistics,,,,-1,
R_Z7Ppm60q0jCloiJ,Default Response Set,Anonymous,,,172.12.243.47,0,2015-08-03 16:58:10,2015-08-03 16:59:56,0,0bfa7b0f025b1377101d8f1db9505088,control,1,Female,62,Yes,,,,,,,1,1,I don't know,,,,1,1,I don't know,,,,,,,,,,,,,1,1,I don't know,,,,,-1,
R_2ztMg4VTIVdpjNR,Default Response Set,Anonymous,,,66.194.55.146,0,2015-08-03 07:14:56,2015-08-03 07:15:11,0,a22a08fc96d734b6ac86b09a94ffb6bf,control,1,Male,31,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3qpPg3EVjmmkMsf,Default Response Set,Anonymous,,,68.34.92.226,0,2015-08-03 05:07:55,2015-08-03 07:02:54,0,b9993a8211dd772a1d45650c87ddc60c,control,1,Female,32,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_1gFodpf98O3UTuE,Default Response Set,Anonymous,,,107.107.59.173,0,2015-08-03 06:19:52,2015-08-03 06:22:13,0,5343b027bed7048c441b24e875b96423,control,1,Female,41,Yes,1,1,okapi,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,chinchilla,1,1,tapir,1,1,idk,1,1,idk,I did not see any statistics,,,,-1,
R_12r0xuXsYqUDwCb,Default Response Set,Anonymous,,,23.122.224.158,0,2015-08-03 10:43:25,2015-08-03 10:57:47,0,1bba9e45724841812edc82e83744abdc,control,1,Female,90,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1GJEEsmGUXVvPZK,Default Response Set,Anonymous,,,71.110.192.244,0,2015-08-02 22:10:38,2015-08-02 22:12:28,0,c1e4981a103283bd31d7b0b2793d1d1f,control,1,Female,25,No,,,,,,,1,1,I don't know ,,,,1,1,I don't know ,1,1,I don't know ,,,,,,,1,1,I don't know ,1,1,I don't known,,,,,-1,
R_290RLE1srxe0Fjh,Default Response Set,Anonymous,,,172.90.99.36,0,2015-08-03 19:04:51,2015-08-03 19:08:57,0,baf830ff6dac853705e9026793120b91,control,1,Male,36,Yes,1,1,I don't know,1,1,Kangaroo mouse,1,1,I don't know ,1,1,Porcupine ,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,Sloth,1,1,Shark,1,1,I don't know,I did not see any statistics,,,,-1,
R_1fjXScQAatIdP5K,Default Response Set,Anonymous,,,98.204.102.197,0,2015-08-05 16:57:09,2015-08-05 16:57:52,0,40580f9757e98067b619490ffaf80793,control,1,Male,29,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,,,,,-1,
R_DM38ufWwAhFicKd,Default Response Set,Anonymous,,,172.112.11.14,0,2015-08-03 02:59:19,2015-08-03 03:00:19,0,000915a66155e1fb41e8c1b867ba3668,control,1,Female,49,Yes,,,,,,,,,,,,,,,,,,,,,,1,1,I dont' know.,,,,,,,,,,,-1,
R_2uxpj34pmF48uoz,Default Response Set,Anonymous,,,45.50.138.49,0,2015-08-03 08:57:17,2015-08-03 08:59:46,0,5aac85190dad9684777544652671c44d,control,1,Female,66,Yes,1,1,I don't kmow,1,1,Kangaroo mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't kmow,I did not see any statistics,,,,-1,
R_dbqvcGK2k6XZdFH,Default Response Set,Anonymous,,,106.172.235.70,0,2015-08-03 04:06:32,2015-08-03 04:07:10,0,c7207f20671096dd19f7c6d40eec49be,control,1,Female,26,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3rSBiZRrj9IOifO,Default Response Set,Anonymous,,,108.255.42.210,0,2015-08-03 07:59:17,2015-08-03 08:01:22,0,b809c8b56d4168385479f681d0e9c29f,control,1,Male,33,No,1,1,I don't k ow,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't k ow,1,1,Newt,1,1,I don't know,1,1,I don't k ow,1,1,Shark,1,1,I don't k ow,I did not see any statistics,,,,-1,
R_330YRTNe0d5hy4U,Default Response Set,Anonymous,,,173.51.118.60,0,2015-08-03 00:39:37,2015-08-03 00:47:24,0,a21714e8171476ee03a157bdb1876e9f,control,1,Female,31,Yes,1,1,I dont know,1,1,Kangaroo mouse,1,1,Wombat,1,1,Bat rabbit,1,1,Fish,1,1,Baby salmon,1,1,I dont know,1,1,Chupacabra,1,1,Mermaid eel,1,1,I dont know,I did not see any statistics,,,,-1,
R_2sbsEdVHz2wHNxH,Default Response Set,Anonymous,,,70.214.5.29,0,2015-08-02 22:16:08,2015-08-02 22:18:33,0,5bb2e11349eeb7ccf2993b9531874ca9,control,1,Female,31,Yes,1,1,I don't know,1,1,Jerboa,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_1DSE1CfyjMHdszv,Default Response Set,Anonymous,,,70.197.9.32,0,2015-08-02 23:33:23,2015-08-02 23:37:12,0,bcb1571d8d93d08fa6266375bf26e83b,control,1,Female,66,Yes,1,1,I don't know,1,1,Kangaroo mouse,1,1,Aardvark,1,1,Tasmanian devil,1,1,I don't know,1,1,Axolotl,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_z8dqyG2WehTVXlT,Default Response Set,Anonymous,,,108.226.98.113,0,2015-08-03 09:24:42,2015-08-03 09:28:47,0,a736b8bc7c0b46e2a60dce24e345f0f9,control,1,Female,52,Yes,1,1,I don't know.,1,1,Kangaroo rat,1,1,I don't know.,1,1,I don't know.,1,1,Salamander,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Nudibranch,I did not see any statistics,,,,-1,
R_1jxrKme5tGP8mV7,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-05 14:13:19,2015-08-05 14:15:55,0,75f68d1556b5fd8734d3e4f6173dab85,control,1,Male,27,Yes,1,1,I don't know,1,1,Kangaroo Squirrel,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_rrKSLJncsWUPXb3,Default Response Set,Anonymous,,,24.49.214.229,0,2015-08-03 04:41:45,2015-08-03 04:50:04,0,b1a2836fbc1e08a6f5710a980e7e0a52,control,1,Male,45,Yes,1,1,I don't know,1,1,i don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,i don't know,1,1,Black bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_vUfEKuAbs7isyZj,Default Response Set,Anonymous,,,75.64.199.3,0,2015-08-05 14:31:01,2015-08-05 14:31:21,0,dd0845efdc01f7c83aeed8c5495da1aa,control,1,Female,40,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3HGKxuGJZ37mYlB,Default Response Set,Anonymous,,,104.14.48.250,0,2015-08-02 23:14:48,2015-08-02 23:17:01,0,307e51bc872c90e3b5f6ac0950bf2f3e,control,1,Male,31,Yes,1,1,I dont know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,Salamander,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
R_0iTyGRatWIwJoMF,Default Response Set,Anonymous,,,76.102.63.54,0,2015-08-02 22:38:06,2015-08-02 22:38:40,0,d9ecb627e01db4d122bb1f6c50494e1c,control,1,Male,32,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_24wuLqHYqXcS3yS,Default Response Set,Anonymous,,,108.38.121.217,0,2015-08-03 18:49:23,2015-08-03 18:52:14,0,8943fa1d2c416eebd1fa591b9b19fbdb,control,1,Female,52,No,1,1,I don't know.,1,1,Kangaroo mouse,1,1,I don't know.,1,1,I don't know.,1,1,Salamandar,1,1,Salamandar,1,1,Badger,1,1,I don't know.,1,1,Eel,1,1,I don't know.,I did not see any statistics,,,,-1,
R_2EFRGZvQTZojYwv,Default Response Set,Anonymous,,,107.2.6.250,0,2015-08-04 21:28:26,2015-08-04 21:33:06,0,0af5b6e89c6fa53e3c619b8288b5724d,control,1,Female,26,Yes,1,1,Deer,1,1,Pikachu!!!,1,1,i don't know,1,1,Bat,1,1,Salamander ,1,1,Salamander,1,1,I don't know,1,1,Black bear,1,1,I don't know,1,1,Sea slug,I did not see any statistics,,,,-1,
R_5cFyrUZFvdSslUZ,Default Response Set,Anonymous,,,67.161.11.69,0,2015-08-02 23:18:10,2015-08-02 23:21:45,0,497f487efaacd01a857b1ed76ff4186f,control,1,Female,38,Yes,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I dont know,1,1,I don't know. ,1,1,Hairless bear,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
R_2a93qaRQXX7J5H2,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 11:18:24,2015-08-03 11:26:25,0,ba12d8a7622dba3477aa5c35e7f32e18,control,1,Male,34,Yes,1,1,I don't know,1,1,marcupio mouse,1,1,I don't know,1,1,posum,1,1,newt,1,1,newt,1,1,I don't know,1,1,hairless bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_QmFhJ7q8ncYdstP,Default Response Set,Anonymous,,,107.185.72.134,0,2015-08-02 23:40:57,2015-08-02 23:45:06,0,96cdd0bbd82d4c96be0dd61313371558,control,1,Female,37,Yes,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,Salamander ,1,1,I don't know ,1,1,Bear,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
R_12xqOEZZWDNX3hQ,Default Response Set,Anonymous,,,73.223.237.250,0,2015-08-03 00:01:08,2015-08-03 00:05:30,0,7fb45b5ec165d31dd9aa1ce178473113,control,1,Female,28,Yes,1,1,i dont' know,1,1,dessert mouse,1,1,I don't know,1,1,This isnt' real. Photoshop,1,1,I don't know,1,1,i don't know,1,1,That's your momma's wig on a poor rat. ,1,1,Looks like my neighbor,1,1,I've seen this one before... but don't know its name,1,1,This thing just got her nails did. ,I did not see any statistics,,,,-1,
R_6XMCKAzVam8ZBZf,Default Response Set,Anonymous,,,76.121.228.159,0,2015-08-03 07:43:50,2015-08-03 07:47:02,0,aa31b3fa2dac70e11591d0c4cc34b7c0,control,1,Male,32,Yes,1,1,donkey,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,lemur,1,1,tapir,1,1,eel,1,1,I don't know,I did not see any statistics,,,,-1,
R_3rUFT8Prqz3uJHQ,Default Response Set,Anonymous,,,198.72.148.146,0,2015-08-03 07:56:46,2015-08-03 07:59:39,0,4e4e9327db6f053cb038bbf49a3f2144,control,1,Male,68,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_1rBtqCElT5XIQsl,Default Response Set,Anonymous,,,23.118.230.128,0,2015-08-05 00:19:15,2015-08-05 00:22:20,0,024879590785d907ebf3a4777445855d,control,1,Female,21,No,1,1,I don't know ,1,1,Kangaroo rabbit ,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,1,1,Dez nuts,,,,1,1,Dragon shark,1,1,Blue angle fish,,,,,-1,
R_XCaAUDJTszEaFhL,Default Response Set,Anonymous,,,108.38.105.18,0,2015-08-03 21:26:16,2015-08-03 21:30:44,0,af578d09c32c15bf35b9bbec248a5801,control,1,Male,39,Yes,1,1,I don't know ,1,1,I don't know ,1,1,Wombat ,1,1,Tasmanian devil,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
R_1FsJfJz4rfAoeCR,Default Response Set,Anonymous,,,66.215.173.140,0,2015-08-02 23:29:48,2015-08-02 23:31:19,0,64dc53d3abaf195553539dd29ceb4dd1,control,1,Female,48,Yes,,,,,,,1,1,Ardvark ,,,,,,,,,,1,1,Some type of rodent ,,,,1,1,I don't know ,1,1,I don't know ,,,,,-1,
R_YXrb6TBjOZUDbLb,Default Response Set,Anonymous,,,68.225.227.38,0,2015-08-02 21:50:13,2015-08-02 21:52:23,0,d2ee57f137a919be1520d4f4c2f46654,control,1,Male,29,Yes,1,1,Alpaca,1,1,I don't know.,1,1,Anteater,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,,,,-1,
R_DJqWOpFzqOA6zst,Default Response Set,Anonymous,,,70.209.207.219,0,2015-08-03 07:57:30,2015-08-03 08:01:27,0,68364d81e02bed6f75f02448c468dbf4,control,1,Female,56,Yes,1,1,I don't know ,1,1,kangaroo rat,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,salamander of some sort?,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
